"rank","profile","name","url","state","revenue","growth","industry","workers","founded","yrs_on_list","previous_workers","metro","city"
1325,"https://www.inc.com/profile/solvaria","Solvaria","http://solvaria.com","VA",4.1,71.012,"IT Management",34,1997,3,26,"Richmond, VA","Henrico"
1326,"https://www.inc.com/profile/swisstrax-corporation","Swisstrax Corporation","swisstrax.com","CA",8.6,70.8628,"Consumer Products & Services",22,2004,1,12,"Inland Empire, CA","Indio"
1327,"https://www.inc.com/profile/econologics-financial-advisors","Econologics Financial Advisors","econologicsfinancialadvisors.com","FL",3.4,70.8257,"Business Products & Services",13,2007,1,7,"Tampa","Largo"
1328,"https://www.inc.com/profile/crabtree-rowe-berger-pc","Crabtree, Rowe & Berger","http://crbcpa.net","AL",4.6,70.7733,"Financial Services",36,2002,1,24,"Huntsville, AL","Huntsville"
1329,"https://www.inc.com/profile/the-firm-advisors","The Firm Advisors","thefirmbusinessbrokerage.com","NE",2.7,70.4947,"Business Products & Services",10,2010,1,7,"Omaha-Council Bluffs, NE-IA","Omaha"
1330,"https://www.inc.com/profile/crosslin-technologies","Crosslin Technologies","crosslintechnologies.com","TN",2.4,70.4004,"IT Management",17,2011,3,13,"Nashville","Nashville"
1331,"https://www.inc.com/profile/etica","Etica","vmracks.com","CA",2.7,70.3719,"IT Management",19,1997,1,13,"San Diego","San Marcos"
1332,"https://www.inc.com/profile/myitpros","MyITpros","myitpros.com","TX",6.6,70.343,"IT Management",42,1993,4,26,"Austin","Austin"
1333,"https://www.inc.com/profile/access-insurance-underwriter","Access Insurance Underwriter","accessinsuranceprotection.com","FL",2.8,70.2545,"Insurance",40,2000,1,19,"Miami","Fort Lauderdale"
1334,"https://www.inc.com/profile/clarendon-partners","Clarendon Partners","clarendonptrs.com","VA",3.7,70.2167,"Financial Services",17,2013,1,8,"Washington, DC","Arlington"
1335,"https://www.inc.com/profile/prohome-metro-dc","ProHome Metro DC","prohomedc.com","VA",3,70.1551,"Construction",39,2002,1,27,"Washington, DC","Catlett"
1336,"https://www.inc.com/profile/itegria","ITEGRIA","itegria.com","IL",3.5,70.0438,"IT Management",21,2007,4,11,"Chicago","Northbrook"
1337,"https://www.inc.com/profile/timber-industries","Timber Industries","timberindustries.com","MD",4.9,69.9997,"Manufacturing",5,2013,1,4,"Baltimore","Cockeysville"
1338,"https://www.inc.com/profile/insurance-services-group-of-the-southeast","Insurance Services Group of the Southeast","isg-se.com","FL",2.7,69.9532,"Insurance",65,2007,3,50,"Tampa","ST PETERSBURG"
1339,"https://www.inc.com/profile/lighthouse-lab-services","Lighthouse Lab Services","lighthouselabservices.com","NC",5.1,69.8327,"Health",29,2013,2,9,"Raleigh, NC","Holly Springs"
1340,"https://www.inc.com/profile/integrated-payroll-services","Integrated Payroll Services","ipsonline.net","MO",8.6,69.7701,"Financial Services",42,2005,7,28,"St. Louis, MO-IL","St. Louis"
1341,"https://www.inc.com/profile/everlasting-capital","Everlasting Capital","everlastingcapital.com","NH",2.5,69.5227,"Financial Services",15,2012,2,10,"Boston","Rochester"
1342,"https://www.inc.com/profile/taylors-natural-green-lawn","Taylor's Natural Green Lawn","taylorsway.com","IL",2,69.493,"Consumer Products & Services",19,1973,1,13,NA,"Princeton"
1343,"https://www.inc.com/profile/right-sized-solutions","Right Sized Solutions","rss-i.com","VA",2.7,69.4145,"Government Services",23,2010,2,15,"Washington, DC","Sterling"
1344,"https://www.inc.com/profile/k-p-enterprises","K & P Enterprises","kpremodeling.com","TN",7.6,69.363,"Construction",24,2013,3,12,NA,"Knoxville"
1345,"https://www.inc.com/profile/tpi-efficiency","TPI Efficiency","tpiefficiency.com","OH",6.6,69.2717,"Business Products & Services",41,2009,3,23,"Cleveland","Cleveland"
1346,"https://www.inc.com/profile/spol","SPOL","spol.com","FL",2.5,69.2515,"Software",15,2004,1,8,"Miami","Coral Springs"
1347,"https://www.inc.com/profile/top-class-actions","Top Class Actions","topclassactions.com","AZ",2.3,69.0395,"Consumer Products & Services",25,2008,1,4,"Phoenix","Phoenix"
1348,"https://www.inc.com/profile/brilliant-infotech","Brilliant Infotech","brilliantinfotech.com","NJ",2.9,69.0187,"Software",24,2007,2,4,"New York City","Edison"
1349,"https://www.inc.com/profile/netrepid","Netrepid","netrepid.com","PA",3.7,68.8259,"IT Management",21,2013,2,12,NA,"Harrisburg"
1350,"https://www.inc.com/profile/service-professor","Service Professor","serviceprofessor.com","MI",8.5,68.8253,"Consumer Products & Services",56,1978,5,38,NA,"Grand Rapids"
1351,"https://www.inc.com/profile/maverick-networks","Maverick Networks","mavericknetworks.net","CA",5.1,68.7615,"Telecommunications",17,2003,3,12,"San Francisco","Folsom"
1352,"https://www.inc.com/profile/ups-protection","UPS Protection","upsprotection.com","CA",2.9,68.6552,"IT Services",8,2005,3,6,"Los Angeles","anaheim"
1353,"https://www.inc.com/profile/immersion-active","Immersion Active","immersionactive.com","MD",4.7,68.6241,"Advertising & Marketing",27,1998,2,16,"Washington, DC","Frederick"
1354,"https://www.inc.com/profile/five-star-connect","Five Star Connect","pronexis.com","UT",2.4,68.5658,"Software",57,2015,1,39,"Provo-Orem, UT","Spanish Fork"
1355,"https://www.inc.com/profile/canale-communications","Canale Communications","canalecomm.com","CA",7.6,68.5598,"Media",24,2010,2,19,"San Diego","San Diego"
1356,"https://www.inc.com/profile/gnt-solutions","GNT Solutions","gntsolutions.com","CA",5.1,68.5043,"IT Management",20,2004,3,10,"Sacramento, CA","Sacramento"
1357,"https://www.inc.com/profile/faye-business-systems-group","Faye Business Systems Group","fayebsg.com","CA",8.1,68.3222,"Software",23,2009,6,25,"Los Angeles","Woodland Hills"
1358,"https://www.inc.com/profile/custom-tree-care","Custom Tree Care","customtreecare.com","KS",5.5,68.3109,"Construction",30,1999,5,20,NA,"Topeka"
1359,"https://www.inc.com/profile/motherg","MotherG","motherg.com","IL",5.7,68.1068,"IT Management",29,2006,3,21,"Chicago","Itasca"
1360,"https://www.inc.com/profile/comprehensive-finance","Comprehensive Finance","cfico.com","TX",4,67.9926,"Financial Services",21,2011,1,11,"Dallas","Grapevine"
1361,"https://www.inc.com/profile/listengage","ListEngage","listengage.com","MA",7.6,67.9205,"Advertising & Marketing",51,2005,5,30,"Boston","Framingham"
1362,"https://www.inc.com/profile/forthea-interactive","Forthea Interactive","forthea.com","TX",7.9,67.8177,"Advertising & Marketing",35,2006,3,25,"Houston","Houston"
1363,"https://www.inc.com/profile/insurance-brokers-west","Insurance Brokers West","ibwins.com","CA",2.2,67.5682,"Insurance",9,2008,1,5,"Oxnard-Thousand Oaks-Ventura, CA","Moorpark"
1364,"https://www.inc.com/profile/groggy-dog-sportswear-graphic-design","Groggy Dog Sportswear & Graphic Design","groggydogonline.com","TX",4.3,67.4283,"Business Products & Services",40,2000,1,28,"Dallas","Denton"
1365,"https://www.inc.com/profile/walker-elliott","Walker Elliott","walker-elliott.com","TX",3.6,67.389,"Human Resources",20,2006,4,20,NA,"Houston"
1366,"https://www.inc.com/profile/inboundprospect","InboundProspect","inboundprospect.com","CA",3,67.3535,"Advertising & Marketing",4,2003,2,2,"Los Angeles","Newport Beach"
1367,"https://www.inc.com/profile/big-data-supply","Big Data Supply","bigdatasupplyinc.com","CA",2.2,67.3503,"Computer Hardware",9,2012,2,4,"Los Angeles","Santa Ana"
1368,"https://www.inc.com/profile/comtec-cloud-management-company","Comtec Cloud Management Company","comtecsystems.net","NJ",4.2,67.3444,"Telecommunications",28,1988,1,25,NA,"Vineland"
1369,"https://www.inc.com/profile/hasko-trading","Hasko Trading","haskotrading.com","CA",4.9,67.2422,"Manufacturing",22,2014,1,46,"Los Angeles","Santa Fe Springs"
1370,"https://www.inc.com/profile/groover-seminars","Groover Seminars","rachaeljayne.com","CO",2.8,67.2172,"Education",13,2010,1,8,NA,"Loveland"
1371,"https://www.inc.com/profile/freight-management-team","Freight Management Team","freightmanagementteam.com","OH",4.1,67.2051,"Logistics & Transportation",9,2012,1,3,"Cleveland","Lakewood"
1372,"https://www.inc.com/profile/tgrp-solutions","TGRP Solutions","tgrpsolutions.com","CO",4.5,67.0739,"Business Products & Services",31,2010,1,31,"Denver","Englewood"
1373,"https://www.inc.com/profile/pyramid-dental-integration","Pyramid Dental Integration","viennasmilesva.com","VA",4.9,66.9798,"Health",42,2010,1,12,"Washington, DC","Vienna"
1374,"https://www.inc.com/profile/gaspar-insurance-services","Gaspar Insurance Services","gasparinsurance.com","CA",5.8,66.8334,"Insurance",46,2008,2,25,"Los Angeles","WOODLAND HILLS"
1375,"https://www.inc.com/profile/pjp-marketing","PJP Marketing","philipfsmith.com","NY",2.1,66.7943,"Advertising & Marketing",1,2010,2,1,"New York City","Smithtown"
1376,"https://www.inc.com/profile/exact-solar","Exact Solar","exactsolar.com","PA",2.4,66.7941,"Energy",13,2005,3,4,"Philadelphia","Yardley"
1377,"https://www.inc.com/profile/revel-interactive","Revel Interactive","revelinteractive.com","CO",2,66.7877,"Advertising & Marketing",19,2011,1,9,"Denver","Denver"
1378,"https://www.inc.com/profile/pop-yachts","POP Yachts","popyachts.com","FL",8.7,66.582,"Consumer Products & Services",22,2009,2,18,"Sarasota-Bradenton-Venice, FL","SARASOTA"
1379,"https://www.inc.com/profile/stored-technology-solutions","Stored Technology Solutions","storedtech.com","NY",7.4,66.5663,"IT Services",50,2010,3,26,NA,"Queensbury"
1380,"https://www.inc.com/profile/hnh-investment-lp","HNH Investment LP","whiskeycharlies.com","TX",2.3,66.5641,"Retail",7,2009,1,7,NA,"College Station"
1381,"https://www.inc.com/profile/vault-communications","Vault Communications","vaultcommunications.com","PA",7.3,66.5169,"Advertising & Marketing",43,1989,3,24,"Philadelphia","Plymouth Meeting"
1382,"https://www.inc.com/profile/tens-rx","TENS Rx","tensrx.com","TX",3.6,66.2925,"Health",25,2002,2,15,"Houston","Montgomery"
1383,"https://www.inc.com/profile/demco-automation","Demco Automation","demcoautomation.com","PA",3.6,66.1973,"Manufacturing",20,1989,2,14,"Philadelphia","Quakertown"
1384,"https://www.inc.com/profile/illuminate","Illuminate","illuminate.net","MA",4.5,65.9963,"Business Products & Services",20,2004,1,10,"Boston","Boston"
1385,"https://www.inc.com/profile/bottlerocket-media","Bottlerocket Media","bottlerocketmedia.net","IL",2,65.9844,"Media",8,2011,1,2,"Chicago","Oak Park"
1386,"https://www.inc.com/profile/globotech-usa-corporation","Globotech USA Corporation","globotech.com","FL",6.2,65.9723,"Advertising & Marketing",31,2009,1,16,"Miami","Miami"
1387,"https://www.inc.com/profile/the-eye-doctors","The Eye Doctors","http://theeyedocs.com","FL",4.9,65.8973,"Health",31,2008,1,33,"Tampa","Tampa"
1388,"https://www.inc.com/profile/9gauge-partners","9Gauge Partners","9gauge.com","TX",9,65.8772,"Financial Services",65,2011,5,50,"Austin","Austin"
1389,"https://www.inc.com/profile/parsonex-enterprises","Parsonex Enterprises","parsonex.com","CO",3.2,65.8646,"Financial Services",9,2011,1,3,"Denver","Englewood"
1390,"https://www.inc.com/profile/edg","EDG","edgnyc.com","NY",5,65.781,"Engineering",28,2005,3,18,"New York City","New York"
1391,"https://www.inc.com/profile/aterra-real-estate","Aterra Real Estate","aterrarealestate.com","IA",7.3,65.7707,"Real Estate",10,2003,5,6,"Des Moines, IA","West Des Moines"
1392,"https://www.inc.com/profile/cota-global","CoTa Global","cotaglobal.com","CA",8,65.6109,"Consumer Products & Services",30,2004,6,30,"Los Angeles","Chatsworth"
1393,"https://www.inc.com/profile/scalar","Scalar","scalar.io","UT",7,65.5934,"Financial Services",40,2009,2,27,"Salt Lake City","Draper"
1394,"https://www.inc.com/profile/relevant-web-strategies","Relevant Web Strategies","trupar.com","CA",2.4,65.5187,"Business Products & Services",3,2014,1,2,"Los Angeles","Los Angeles"
1395,"https://www.inc.com/profile/aegis-law","Aegis Law","http://aegislaw.com","MO",3.8,65.508,"Business Products & Services",25,2003,1,15,"St. Louis, MO-IL","Frontenac"
1396,"https://www.inc.com/profile/sriven-technologies","Sriven Technologies","http://sriventech.com","VA",8.4,65.435,"IT System Development",72,2009,6,51,"Washington, DC","ASHBURN"
1397,"https://www.inc.com/profile/summit-wealth-group","Summit Wealth Group","summitwealthgroup.com","CO",9.2,65.3965,"Financial Services",55,2002,2,40,NA,"Colorado Springs"
1398,"https://www.inc.com/profile/q-ship-usa","Q Ship USA","qshipusa.com","NY",5.5,65.2393,"Logistics & Transportation",15,2013,3,10,"New York City","Brooklyn"
1399,"https://www.inc.com/profile/poetic-systems","Poetic Systems","poetic.io","TX",3.7,65.1019,"Software",28,2007,4,36,"Houston","Houston"
1400,"https://www.inc.com/profile/fuel-talent","Fuel Talent","fueltalent.com","WA",6,65.0247,"Human Resources",35,2013,2,18,"Seattle","Seattle"
1401,"https://www.inc.com/profile/bizzell-corporation","Bizzell Corporation","bizzellcorp.com","WY",3.1,64.9446,"Government Services",38,2011,1,8,NA,"Cheyenne"
1402,"https://www.inc.com/profile/right-height-manufacturing","Right Height Manufacturing","http://rightheightmfg.com","NH",4.9,64.8979,"Manufacturing",8,1991,3,11,NA,"Manchester"
1403,"https://www.inc.com/profile/zzperformance","ZZPerformance","zzperformance.com","MI",9.8,64.7677,"Consumer Products & Services",51,2001,2,27,NA,"Wyoming"
1404,"https://www.inc.com/profile/spoke-marketing","Spoke Marketing","spokemarketing.com","MO",2.3,64.7556,"Advertising & Marketing",16,2008,3,16,"St. Louis, MO-IL","St. Louis MO"
1405,"https://www.inc.com/profile/peopleg2","PeopleG2","peopleg2.com","CA",4.1,64.607,"Business Products & Services",25,2001,4,20,"Los Angeles","Brea"
1406,"https://www.inc.com/profile/pics-itech","PICS ITech","pics-itech.com","NJ",6.5,64.3773,"IT Services",28,1994,1,24,"Philadelphia","Mt. Holly"
1407,"https://www.inc.com/profile/rendition-infosec","Rendition Infosec","rsec.us","GA",2,64.3139,"Security",25,2013,1,4,NA,"Augusta"
1408,"https://www.inc.com/profile/flowing-wells-landscape","Flowing Wells Landscape","flowingwells.com","AZ",4,64.2155,"Construction",33,1998,1,19,"Phoenix","Chandler"
1409,"https://www.inc.com/profile/financial-carrier-services","Financial Carrier Services","financialcarrierservices.com","FL",8.3,64.1223,"Logistics & Transportation",45,2010,2,26,"Miami","Fort Lauderdale"
1410,"https://www.inc.com/profile/educere","Educere","educere.net","PA",8.1,64.1139,"Education",31,2002,8,20,"Philadelphia","Fort Washington"
1411,"https://www.inc.com/profile/windsong-productions","Windsong Productions","windsongpro.com","CA",2.2,64.0324,"Media",13,2011,1,11,NA,"Fresno"
1412,"https://www.inc.com/profile/a-tech-consulting","A-Tech Consulting","atechinc.net","CA",3.6,63.8688,"Environmental Services",32,2002,2,16,"Los Angeles","Orange"
1413,"https://www.inc.com/profile/avizion-technologies-group-company","Avizion Technologies Group Company","bct-corp.com","TX",5.4,63.8155,"IT Services",42,2000,1,30,"Dallas","Dallas"
1414,"https://www.inc.com/profile/atlantic-blowers","Atlantic Blowers","http://atlanticblowers.com","TX",3.2,63.7573,"Manufacturing",8,2005,2,9,"Dallas","Dallas"
1415,"https://www.inc.com/profile/vanguard-fire-systems","Vanguard Fire Systems","vgfire.com","TX",9.4,63.7531,"Construction",44,1998,2,38,"Austin","Pflugerville"
1416,"https://www.inc.com/profile/tm5-properties","TM5 Properties","tm5properties.com","TX",3.5,63.714,"Real Estate",7,2010,2,5,NA,"College Station"
1417,"https://www.inc.com/profile/palmer-signs","Palmer Signs","palmersigns.com","CA",2.3,63.615,"Advertising & Marketing",15,1990,1,9,NA,"Roseville"
1418,"https://www.inc.com/profile/opav","OPAV","op-av.com","FL",7.6,63.5345,"Media",49,2008,4,30,"Orlando, FL","Orlando"
1419,"https://www.inc.com/profile/triangle-insights-group","Triangle Insights Group","triangleinsightsgroup.com","NC",8.5,63.5118,"Business Products & Services",25,2013,2,18,"Durham, NC","Durham"
1420,"https://www.inc.com/profile/oasis-turf-tree","Oasis Turf & Tree","http://oasisturf.com","OH",5.7,63.3052,"Consumer Products & Services",48,1996,5,36,"Cincinnati","Loveland"
1421,"https://www.inc.com/profile/advanced-electronic-designs","Advanced Electronic Designs","aed.pro","MT",3.9,63.1891,"Engineering",24,1994,2,19,NA,"Bozeman"
1422,"https://www.inc.com/profile/brewer-stratton-property-management","Brewer & Stratton Property Management","brewerstrattonpm.com","AZ",4.2,63.1838,"Real Estate",21,2012,2,16,"Phoenix","Mesa"
1423,"https://www.inc.com/profile/americorp-the-matt-laricy-group","Americorp-The Matt Laricy Group","mattlaricygroup.com","IL",2.8,63.1646,"Real Estate",9,1978,4,5,"Chicago","Chicago"
1424,"https://www.inc.com/profile/sbc-contractors","SBC Contractors","sbccontractors.com","CA",2,63.1469,"Construction",5,2003,1,4,NA,"Roseville"
1425,"https://www.inc.com/profile/artful-living","Artful Living","artfulliving.com","MN",2.7,63.107,"Media",10,2008,1,5,"Minneapolis","Minneapolis"
1426,"https://www.inc.com/profile/crepes-a-latte","Crepes a Latte","crepesalatte.com","IL",8.8,63.0906,"Advertising & Marketing",27,2001,2,15,"Chicago","Vernon Hills"
1427,"https://www.inc.com/profile/international-van-lines-ocean-star-international-","International Van Lines ( Ocean Star International )","internationalvanlines.com","FL",8.6,63.017,"Logistics & Transportation",30,2007,1,8,"Miami","Coral Springs"
